SlNo,Product,URL,Environment,TCID,TestCaseDescription,Browser,Result,Investigations,TestStartedTime,TestEndedTime,Timetakentofinish,
1,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-05-31 11:15:09 AM,2020-05-31 11:15:33 AM,00:00:24,
2,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-05-31 11:15:46 AM,2020-05-31 11:16:43 AM,00:00:57,
3,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-05-31 11:16:51 AM,2020-05-31 11:18:01 AM,00:01:10,
4,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-05-31 11:15:09 AM,2020-05-31 11:15:33 AM,00:00:24,
5,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-05-31 11:15:46 AM,2020-05-31 11:16:43 AM,00:00:57,
6,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-05-31 11:16:51 AM,2020-05-31 11:18:01 AM,00:01:10,
7,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-05-31 11:15:09 AM,2020-05-31 11:15:33 AM,00:00:24,
8,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-05-31 11:15:46 AM,2020-05-31 11:16:43 AM,00:00:57,
9,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-05-31 11:16:51 AM,2020-05-31 11:18:01 AM,00:01:10,
10,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-05-31 11:15:09 AM,2020-05-31 11:15:33 AM,00:00:24,
11,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-05-31 11:15:46 AM,2020-05-31 11:16:43 AM,00:00:57,
12,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-05-31 11:16:51 AM,2020-05-31 11:18:01 AM,00:01:10,
13,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-05-31 11:15:09 AM,2020-05-31 11:15:33 AM,00:00:24,
14,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-05-31 11:15:46 AM,2020-05-31 11:16:43 AM,00:00:57,
15,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-05-31 11:16:51 AM,2020-05-31 11:18:01 AM,00:01:10,
16,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-05-31 07:06:37 AM,2020-05-31 07:06:47 AM,00:00:10,
17,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-05-31 07:06:48 AM,2020-05-31 07:07:19 AM,00:00:31,
18,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-05-31 07:07:20 AM,2020-05-31 07:07:58 AM,00:00:38,
19,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-05-31 01:51:49 PM,2020-05-31 01:51:59 PM,00:00:10,
20,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-05-31 01:52:00 PM,2020-05-31 01:52:32 PM,00:00:32,
21,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-05-31 01:52:33 PM,2020-05-31 01:53:11 PM,00:00:38,
22,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-05-31 07:59:34 PM,2020-05-31 07:59:44 PM,00:00:10,
23,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-05-31 07:59:45 PM,2020-05-31 08:00:16 PM,00:00:31,
24,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-05-31 08:00:18 PM,2020-05-31 08:00:55 PM,00:00:37,
25,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-05-31 08:43:20 PM,2020-05-31 08:43:30 PM,00:00:10,
26,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-05-31 08:43:31 PM,2020-05-31 08:44:02 PM,00:00:31,
27,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-05-31 08:44:04 PM,2020-05-31 08:44:41 PM,00:00:37,
28,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-01 05:36:15 PM,2020-06-01 05:36:26 PM,00:00:11,
29,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-01 05:36:27 PM,2020-06-01 05:36:58 PM,00:00:31,
30,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-01 05:36:59 PM,2020-06-01 05:37:37 PM,00:00:38,
31,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-03 06:55:07 PM,2020-06-03 06:55:17 PM,00:00:10,
32,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-03 06:55:18 PM,2020-06-03 06:55:49 PM,00:00:31,
33,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-03 06:55:50 PM,2020-06-03 06:56:28 PM,00:00:38,
34,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-03 07:55:07 PM,2020-06-03 07:55:18 PM,00:00:11,
35,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-03 07:55:19 PM,2020-06-03 07:55:50 PM,00:00:31,
36,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-03 07:55:51 PM,2020-06-03 07:56:29 PM,00:00:38,
37,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-03 08:55:06 PM,2020-06-03 08:55:17 PM,00:00:11,
38,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-03 08:55:18 PM,2020-06-03 08:55:49 PM,00:00:31,
39,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-03 08:55:50 PM,2020-06-03 08:56:28 PM,00:00:38,
40,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-03 09:55:06 PM,2020-06-03 09:55:17 PM,00:00:11,
41,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-03 09:55:18 PM,2020-06-03 09:55:49 PM,00:00:31,
42,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-03 09:55:50 PM,2020-06-03 09:56:28 PM,00:00:38,
43,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-03 10:55:06 PM,2020-06-03 10:55:17 PM,00:00:11,
44,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-03 10:55:19 PM,2020-06-03 10:55:50 PM,00:00:31,
45,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-03 10:55:51 PM,2020-06-03 10:56:28 PM,00:00:37,
46,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-03 11:55:07 PM,2020-06-03 11:55:18 PM,00:00:11,
47,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-03 11:55:19 PM,2020-06-03 11:55:50 PM,00:00:31,
48,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-03 11:55:51 PM,2020-06-03 11:56:28 PM,00:00:37,
49,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 12:55:06 AM,2020-06-04 12:55:17 AM,00:00:11,
50,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 12:55:18 AM,2020-06-04 12:55:50 AM,00:00:32,
51,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 12:55:51 AM,2020-06-04 12:56:28 AM,00:00:37,
52,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 01:55:05 AM,2020-06-04 01:55:16 AM,00:00:11,
53,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 01:55:17 AM,2020-06-04 01:55:48 AM,00:00:31,
54,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 01:55:49 AM,2020-06-04 01:56:27 AM,00:00:38,
55,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 02:55:06 AM,2020-06-04 02:55:17 AM,00:00:11,
56,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 02:55:18 AM,2020-06-04 02:55:49 AM,00:00:31,
57,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 02:55:51 AM,2020-06-04 02:56:28 AM,00:00:37,
58,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 03:55:06 AM,2020-06-04 03:55:17 AM,00:00:11,
59,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 03:55:18 AM,2020-06-04 03:55:49 AM,00:00:31,
60,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 03:55:50 AM,2020-06-04 03:56:28 AM,00:00:38,
61,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 04:55:06 AM,2020-06-04 04:55:17 AM,00:00:11,
62,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 04:55:19 AM,2020-06-04 04:55:50 AM,00:00:31,
63,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 04:55:51 AM,2020-06-04 04:56:28 AM,00:00:37,
64,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 05:55:06 AM,2020-06-04 05:55:17 AM,00:00:11,
65,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 05:55:18 AM,2020-06-04 05:55:49 AM,00:00:31,
66,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 05:55:50 AM,2020-06-04 05:56:28 AM,00:00:38,
67,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 06:55:07 AM,2020-06-04 06:55:18 AM,00:00:11,
68,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 06:55:19 AM,2020-06-04 06:55:50 AM,00:00:31,
69,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 06:55:51 AM,2020-06-04 06:56:29 AM,00:00:38,
70,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 07:55:06 AM,2020-06-04 07:55:17 AM,00:00:11,
71,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 07:55:18 AM,2020-06-04 07:55:50 AM,00:00:32,
72,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 07:55:51 AM,2020-06-04 07:56:28 AM,00:00:37,
73,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 08:55:06 AM,2020-06-04 08:55:17 AM,00:00:11,
74,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 08:55:18 AM,2020-06-04 08:55:49 AM,00:00:31,
75,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 08:55:50 AM,2020-06-04 08:56:28 AM,00:00:38,
76,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 09:55:07 AM,2020-06-04 09:55:18 AM,00:00:11,
77,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 09:55:19 AM,2020-06-04 09:55:50 AM,00:00:31,
78,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 09:55:51 AM,2020-06-04 09:56:29 AM,00:00:38,
79,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 10:55:07 AM,2020-06-04 10:55:18 AM,00:00:11,
80,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 10:55:19 AM,2020-06-04 10:55:51 AM,00:00:32,
81,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 10:55:52 AM,2020-06-04 10:56:29 AM,00:00:37,
82,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 11:55:07 AM,2020-06-04 11:55:23 AM,00:00:16,
83,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 11:55:24 AM,2020-06-04 11:55:55 AM,00:00:31,
84,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 11:55:56 AM,2020-06-04 11:56:34 AM,00:00:38,
85,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 12:55:05 PM,2020-06-04 12:55:16 PM,00:00:11,
86,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 12:55:17 PM,2020-06-04 12:55:49 PM,00:00:32,
87,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 12:55:50 PM,2020-06-04 12:56:28 PM,00:00:38,
88,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 01:55:06 PM,2020-06-04 01:55:17 PM,00:00:11,
89,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 01:55:18 PM,2020-06-04 01:55:49 PM,00:00:31,
90,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 01:55:50 PM,2020-06-04 01:56:28 PM,00:00:38,
91,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 02:55:06 PM,2020-06-04 02:55:18 PM,00:00:12,
92,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 02:55:19 PM,2020-06-04 02:55:50 PM,00:00:31,
93,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 02:55:51 PM,2020-06-04 02:56:29 PM,00:00:38,
94,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 03:55:07 PM,2020-06-04 03:55:18 PM,00:00:11,
95,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 03:55:19 PM,2020-06-04 03:55:50 PM,00:00:31,
96,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 03:55:51 PM,2020-06-04 03:56:29 PM,00:00:38,
97,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 04:55:06 PM,2020-06-04 04:55:17 PM,00:00:11,
98,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 04:55:18 PM,2020-06-04 04:55:49 PM,00:00:31,
99,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 04:55:50 PM,2020-06-04 04:56:28 PM,00:00:38,
100,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 05:55:07 PM,2020-06-04 05:55:17 PM,00:00:10,
101,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 05:55:19 PM,2020-06-04 05:55:50 PM,00:00:31,
102,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 05:55:51 PM,2020-06-04 05:56:29 PM,00:00:38,
103,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 06:55:07 PM,2020-06-04 06:55:18 PM,00:00:11,
104,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 06:55:19 PM,2020-06-04 06:55:50 PM,00:00:31,
105,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 06:55:51 PM,2020-06-04 06:56:29 PM,00:00:38,
106,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 07:55:07 PM,2020-06-04 07:55:18 PM,00:00:11,
107,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 07:55:19 PM,2020-06-04 07:55:51 PM,00:00:32,
108,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 07:55:52 PM,2020-06-04 07:56:29 PM,00:00:37,
109,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 08:55:07 PM,2020-06-04 08:55:18 PM,00:00:11,
110,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 08:55:19 PM,2020-06-04 08:55:50 PM,00:00:31,
111,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 08:55:51 PM,2020-06-04 08:56:29 PM,00:00:38,
112,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 09:55:07 PM,2020-06-04 09:55:18 PM,00:00:11,
113,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 09:55:19 PM,2020-06-04 09:55:50 PM,00:00:31,
114,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 09:55:51 PM,2020-06-04 09:56:29 PM,00:00:38,
115,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 10:55:07 PM,2020-06-04 10:55:18 PM,00:00:11,
116,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 10:55:19 PM,2020-06-04 10:55:50 PM,00:00:31,
117,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 10:55:51 PM,2020-06-04 10:56:29 PM,00:00:38,
118,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-04 11:55:06 PM,2020-06-04 11:55:17 PM,00:00:11,
119,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-04 11:55:18 PM,2020-06-04 11:55:50 PM,00:00:32,
120,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-04 11:55:51 PM,2020-06-04 11:56:28 PM,00:00:37,
121,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 12:55:06 AM,2020-06-05 12:55:17 AM,00:00:11,
122,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 12:55:18 AM,2020-06-05 12:55:49 AM,00:00:31,
123,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 12:55:50 AM,2020-06-05 12:56:28 AM,00:00:38,
124,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 01:55:06 AM,2020-06-05 01:55:17 AM,00:00:11,
125,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 01:55:19 AM,2020-06-05 01:55:50 AM,00:00:31,
126,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 01:55:51 AM,2020-06-05 01:56:29 AM,00:00:38,
127,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 02:55:06 AM,2020-06-05 02:55:17 AM,00:00:11,
128,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 02:55:18 AM,2020-06-05 02:55:49 AM,00:00:31,
129,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 02:55:51 AM,2020-06-05 02:56:28 AM,00:00:37,
130,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 03:55:05 AM,2020-06-05 03:55:16 AM,00:00:11,
131,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 03:55:17 AM,2020-06-05 03:55:49 AM,00:00:32,
132,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 03:55:50 AM,2020-06-05 03:56:28 AM,00:00:38,
133,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 04:55:06 AM,2020-06-05 04:55:17 AM,00:00:11,
134,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 04:55:18 AM,2020-06-05 04:55:49 AM,00:00:31,
135,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 04:55:50 AM,2020-06-05 04:56:28 AM,00:00:38,
136,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 05:55:06 AM,2020-06-05 05:55:17 AM,00:00:11,
137,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,FailedStep: enter OTP "123456"--->ErrorDescription:  element not interactable
  (Session info: chrome=83.0.4103.61)
Build info: version: '3.141.59' revision: 'e82be7d358' time: '2018-11-14T08:25:48'
System info: host: 'ip-10-185-185-168.ec2.internal' ip: '10.185.185.168' os.name: 'Linux' os.arch: 'amd64' os.version: '3.10.0-1127.el7.x86_64' java.version: '1.8.0_252'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false browserName: chrome browserVersion: 83.0.4103.61 chrome: {chromedriverVersion: 83.0.4103.39 (ccbf011cb2d2b... userDataDir: /tmp/.com.google.Chrome.uWWxsS},2020-06-05 05:55:18 AM,2020-06-05 04:55:49 AM,00:00:31,
138,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 05:56:45 AM,2020-06-05 05:57:23 AM,00:00:38,
139,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 06:55:06 AM,2020-06-05 06:55:17 AM,00:00:11,
140,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 06:55:18 AM,2020-06-05 06:55:50 AM,00:00:32,
141,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 06:55:51 AM,2020-06-05 06:56:28 AM,00:00:37,
