SlNo,Product,URL,Environment,TCID,TestCaseDescription,Browser,Result,Investigations,TestStartedTime,TestEndedTime,Timetakentofinish,
142,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 07:55:06 AM,2020-06-05 07:55:17 AM,00:00:11,
143,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 07:55:18 AM,2020-06-05 07:55:50 AM,00:00:32,
144,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 07:55:51 AM,2020-06-05 07:56:28 AM,00:00:37,
145,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 08:55:05 AM,2020-06-05 08:55:15 AM,00:00:10,
146,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 08:55:17 AM,2020-06-05 08:55:48 AM,00:00:31,
147,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 08:55:49 AM,2020-06-05 08:56:27 AM,00:00:38,
148,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 09:55:04 AM,2020-06-05 09:55:15 AM,00:00:11,
149,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 09:55:17 AM,2020-06-05 09:55:49 AM,00:00:32,
150,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 09:55:50 AM,2020-06-05 09:56:28 AM,00:00:38,
151,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 10:55:04 AM,2020-06-05 10:55:15 AM,00:00:11,
152,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 10:55:16 AM,2020-06-05 10:55:47 AM,00:00:31,
153,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 10:55:48 AM,2020-06-05 10:56:26 AM,00:00:38,
154,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 11:55:04 AM,2020-06-05 11:55:14 AM,00:00:10,
155,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 11:55:16 AM,2020-06-05 11:55:47 AM,00:00:31,
156,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 11:55:48 AM,2020-06-05 11:56:26 AM,00:00:38,
157,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 12:55:08 PM,2020-06-05 12:55:19 PM,00:00:11,
158,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 12:55:20 PM,2020-06-05 12:55:51 PM,00:00:31,
159,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 12:55:52 PM,2020-06-05 12:56:30 PM,00:00:38,
160,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 01:55:06 PM,2020-06-05 01:55:17 PM,00:00:11,
161,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 01:55:18 PM,2020-06-05 01:55:50 PM,00:00:32,
162,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 01:55:51 PM,2020-06-05 01:56:29 PM,00:00:38,
163,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 02:55:07 PM,2020-06-05 02:55:18 PM,00:00:11,
164,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 02:55:20 PM,2020-06-05 02:55:52 PM,00:00:32,
165,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 02:55:53 PM,2020-06-05 02:56:31 PM,00:00:38,
166,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 03:55:07 PM,2020-06-05 03:55:18 PM,00:00:11,
167,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 03:55:20 PM,2020-06-05 03:55:52 PM,00:00:32,
168,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 03:55:53 PM,2020-06-05 03:56:32 PM,00:00:39,
169,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 04:55:09 PM,2020-06-05 04:55:20 PM,00:00:11,
170,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 04:55:22 PM,2020-06-05 04:55:55 PM,00:00:33,
171,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 04:55:56 PM,2020-06-05 04:56:35 PM,00:00:39,
172,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 05:55:09 PM,2020-06-05 05:55:20 PM,00:00:11,
173,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 05:55:22 PM,2020-06-05 05:55:54 PM,00:00:32,
174,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 05:55:55 PM,2020-06-05 05:56:34 PM,00:00:39,
175,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 06:55:07 PM,2020-06-05 06:55:18 PM,00:00:11,
176,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,FailedStep: enter OTP "123456"--->ErrorDescription:  element not interactable  (Session info: chrome=83.0.4103.61)Build info: version: '3.141.59' revision: 'e82be7d358' time: '2018-11-14T08:25:48'System info: host: 'ip-10-185-185-168.ec2.internal' ip: '10.185.185.168' os.name: 'Linux' os.arch: 'amd64' os.version: '3.10.0-1127.el7.x86_64' java.version: '1.8.0_252'Driver info: org.openqa.selenium.chrome.ChromeDriverCapabilities {acceptInsecureCerts: false browserName: chrome browserVersion: 83.0.4103.61 chrome: {chromedriverVersion: 83.0.4103.39 (ccbf011cb2d2b... userDataDir: /tmp/.com.google.Chrome.zKoqai},2020-06-05 06:55:20 PM,2020-06-05 05:55:54 PM,00:00:32,
177,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 06:56:49 PM,2020-06-05 06:57:27 PM,00:00:38,
178,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 07:55:08 PM,2020-06-05 07:55:20 PM,00:00:12,
179,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 07:55:22 PM,2020-06-05 07:55:54 PM,00:00:32,
180,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 07:55:55 PM,2020-06-05 07:56:34 PM,00:00:39,
181,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 08:55:05 PM,2020-06-05 08:55:15 PM,00:00:10,
182,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 08:55:17 PM,2020-06-05 08:55:49 PM,00:00:32,
183,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 08:55:50 PM,2020-06-05 08:56:28 PM,00:00:38,
184,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 09:30:07 PM,2020-06-05 09:30:18 PM,00:00:11,
185,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 09:30:20 PM,2020-06-05 09:30:52 PM,00:00:32,
186,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 09:30:54 PM,2020-06-05 09:31:32 PM,00:00:38,
187,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 10:30:07 PM,2020-06-05 10:30:18 PM,00:00:11,
188,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 10:30:20 PM,2020-06-05 10:30:52 PM,00:00:32,
189,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 10:30:53 PM,2020-06-05 10:31:31 PM,00:00:38,
190,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-05 11:30:07 PM,2020-06-05 11:30:18 PM,00:00:11,
191,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-05 11:30:20 PM,2020-06-05 11:30:52 PM,00:00:32,
192,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-05 11:30:53 PM,2020-06-05 11:31:31 PM,00:00:38,
193,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 12:30:06 AM,2020-06-06 12:30:17 AM,00:00:11,
194,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 12:30:18 AM,2020-06-06 12:30:51 AM,00:00:33,
195,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 12:30:52 AM,2020-06-06 12:31:30 AM,00:00:38,
196,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 01:30:08 AM,2020-06-06 01:30:20 AM,00:00:12,
197,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 01:30:21 AM,2020-06-06 01:30:54 AM,00:00:33,
198,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 01:30:55 AM,2020-06-06 01:31:32 AM,00:00:37,
199,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 02:30:07 AM,2020-06-06 02:30:19 AM,00:00:12,
200,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 02:30:20 AM,2020-06-06 02:30:53 AM,00:00:33,
201,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 02:30:54 AM,2020-06-06 02:31:32 AM,00:00:38,
202,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 03:30:07 AM,2020-06-06 03:30:19 AM,00:00:12,
203,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 03:30:20 AM,2020-06-06 03:30:53 AM,00:00:33,
204,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 03:30:54 AM,2020-06-06 03:31:32 AM,00:00:38,
205,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 04:30:08 AM,2020-06-06 04:30:19 AM,00:00:11,
206,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 04:30:21 AM,2020-06-06 04:30:53 AM,00:00:32,
207,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 04:30:55 AM,2020-06-06 04:31:32 AM,00:00:37,
208,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 05:30:08 AM,2020-06-06 05:30:19 AM,00:00:11,
209,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 05:30:21 AM,2020-06-06 05:30:54 AM,00:00:33,
210,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 05:30:55 AM,2020-06-06 05:31:32 AM,00:00:37,
211,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 06:30:07 AM,2020-06-06 06:30:18 AM,00:00:11,
212,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 06:30:20 AM,2020-06-06 06:30:52 AM,00:00:32,
213,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 06:30:53 AM,2020-06-06 06:31:31 AM,00:00:38,
214,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 07:30:07 AM,2020-06-06 07:30:18 AM,00:00:11,
215,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 07:30:20 AM,2020-06-06 07:30:52 AM,00:00:32,
216,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 07:30:54 AM,2020-06-06 07:31:32 AM,00:00:38,
217,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 08:30:07 AM,2020-06-06 08:30:19 AM,00:00:12,
218,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 08:30:20 AM,2020-06-06 08:30:53 AM,00:00:33,
219,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 08:30:54 AM,2020-06-06 08:31:31 AM,00:00:37,
220,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 09:30:07 AM,2020-06-06 09:30:18 AM,00:00:11,
221,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 09:30:20 AM,2020-06-06 09:30:52 AM,00:00:32,
222,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 09:30:53 AM,2020-06-06 09:31:31 AM,00:00:38,
223,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 10:30:08 AM,2020-06-06 10:30:19 AM,00:00:11,
224,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 10:30:20 AM,2020-06-06 10:30:53 AM,00:00:33,
225,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 10:30:54 AM,2020-06-06 10:31:31 AM,00:00:37,
226,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 11:30:07 AM,2020-06-06 11:30:18 AM,00:00:11,
227,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 11:30:19 AM,2020-06-06 11:30:51 AM,00:00:32,
228,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 11:30:52 AM,2020-06-06 11:31:30 AM,00:00:38,
229,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 12:30:08 PM,2020-06-06 12:30:19 PM,00:00:11,
230,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 12:30:20 PM,2020-06-06 12:30:53 PM,00:00:33,
231,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 12:30:54 PM,2020-06-06 12:31:32 PM,00:00:38,
232,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 01:30:08 PM,2020-06-06 01:30:19 PM,00:00:11,
233,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 01:30:21 PM,2020-06-06 01:30:54 PM,00:00:33,
234,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 01:30:55 PM,2020-06-06 01:31:32 PM,00:00:37,
235,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 02:30:07 PM,2020-06-06 02:30:19 PM,00:00:12,
236,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 02:30:20 PM,2020-06-06 02:30:53 PM,00:00:33,
237,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 02:30:54 PM,2020-06-06 02:31:31 PM,00:00:37,
238,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 03:30:07 PM,2020-06-06 03:30:18 PM,00:00:11,
239,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 03:30:19 PM,2020-06-06 03:30:52 PM,00:00:33,
240,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 03:30:53 PM,2020-06-06 03:31:30 PM,00:00:37,
241,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 04:30:08 PM,2020-06-06 04:30:19 PM,00:00:11,
242,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 04:30:21 PM,2020-06-06 04:30:53 PM,00:00:32,
243,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 04:30:54 PM,2020-06-06 04:31:32 PM,00:00:38,
244,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 05:30:08 PM,2020-06-06 05:30:20 PM,00:00:12,
245,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 05:30:21 PM,2020-06-06 05:30:55 PM,00:00:34,
246,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,FailedStep: enter OTP "123456"--->ErrorDescription:  element not interactable  (Session info: chrome=83.0.4103.61)Build info: version: '3.141.59' revision: 'e82be7d358' time: '2018-11-14T08:25:48'System info: host: 'ip-10-185-185-168.ec2.internal' ip: '10.185.185.168' os.name: 'Linux' os.arch: 'amd64' os.version: '3.10.0-1127.el7.x86_64' java.version: '1.8.0_252'Driver info: org.openqa.selenium.chrome.ChromeDriverCapabilities {acceptInsecureCerts: false browserName: chrome browserVersion: 83.0.4103.61 chrome: {chromedriverVersion: 83.0.4103.39 (ccbf011cb2d2b... userDataDir: /tmp/.com.google.Chrome.qmBwmb},2020-06-06 05:30:56 PM,2020-06-06 04:31:32 PM,00:00:38,
247,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 06:30:08 PM,2020-06-06 06:30:19 PM,00:00:11,
248,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 06:30:21 PM,2020-06-06 06:30:53 PM,00:00:32,
249,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 06:30:54 PM,2020-06-06 06:31:32 PM,00:00:38,
250,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 07:30:08 PM,2020-06-06 07:30:20 PM,00:00:12,
251,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 07:30:23 PM,2020-06-06 07:30:56 PM,00:00:33,
252,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 07:30:57 PM,2020-06-06 07:31:35 PM,00:00:38,
253,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 08:30:08 PM,2020-06-06 08:30:19 PM,00:00:11,
254,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 08:30:21 PM,2020-06-06 08:30:54 PM,00:00:33,
255,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 08:30:55 PM,2020-06-06 08:31:33 PM,00:00:38,
256,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 09:30:08 PM,2020-06-06 09:30:19 PM,00:00:11,
257,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 09:30:21 PM,2020-06-06 09:30:53 PM,00:00:32,
258,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 09:30:54 PM,2020-06-06 09:31:32 PM,00:00:38,
259,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 10:30:08 PM,2020-06-06 10:30:20 PM,00:00:12,
260,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 10:30:21 PM,2020-06-06 10:30:54 PM,00:00:33,
261,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 10:30:55 PM,2020-06-06 10:31:32 PM,00:00:37,
262,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-06 11:30:07 PM,2020-06-06 11:30:19 PM,00:00:12,
263,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-06 11:30:20 PM,2020-06-06 11:30:53 PM,00:00:33,
264,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-06 11:30:54 PM,2020-06-06 11:31:32 PM,00:00:38,
265,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-07 12:30:09 AM,2020-06-07 12:30:20 AM,00:00:11,
266,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-07 12:30:21 AM,2020-06-07 12:30:53 AM,00:00:32,
267,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-07 12:30:54 AM,2020-06-07 12:31:32 AM,00:00:38,
268,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-07 01:30:09 AM,2020-06-07 01:30:20 AM,00:00:11,
269,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-07 01:30:21 AM,2020-06-07 01:30:54 AM,00:00:33,
270,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-07 01:30:55 AM,2020-06-07 01:31:33 AM,00:00:38,
271,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-07 06:34:09 AM,2020-06-07 06:34:32 AM,00:00:23,
272,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-07 06:34:33 AM,2020-06-07 06:35:06 AM,00:00:33,
273,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-07 06:35:08 AM,2020-06-07 06:35:46 AM,00:00:38,
274,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-07 07:30:09 AM,2020-06-07 07:30:20 AM,00:00:11,
275,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-07 07:30:21 AM,2020-06-07 07:30:53 AM,00:00:32,
276,DrySign,icdemo-drysign.exela.global,Demo,TC003,eFA service (Download),chrome,PASSED,,2020-06-07 07:30:54 AM,2020-06-07 07:31:32 AM,00:00:38,
277,DrySign,icdemo-drysign.exela.global,Demo,TC001,Tomcat service (URL),chrome,PASSED,,2020-06-07 09:30:08 AM,2020-06-07 09:30:19 AM,00:00:11,
278,DrySign,icdemo-drysign.exela.global,Demo,TC002,ExelaAuth service (Login),chrome,PASSED,,2020-06-07 09:30:21 AM,2020-06-07 09:30:54 AM,00:00:33,
